Timestamp,"MB Temp #1","MB Temp #2","MB Temp #3","MB Temp #4","MB Temp #5","MB Temp #6","MB Fan #1","MB Fan #2","MB Fan #3","MB CPU","CPU Load","GPU Temp","GPU Fan","H115i PRO Temp","H115i PRO Fan #1","H115i PRO Fan #2","H115i PRO Pump"
23/12/2019 23:39:01 PM,34.00,34.00,43.00,34.00,36.00,42.00,1991,957,977,1.43,5,34.00,0,26.30,463,457,2010
23/12/2019 23:39:06 PM,34.00,34.00,34.00,34.00,36.00,42.00,2015,956,975,1.48,0,34.00,0,26.30,462,457,2010
23/12/2019 23:39:11 PM,34.00,34.00,35.00,34.00,36.00,42.00,2003,953,966,1.45,0,34.00,0,26.30,458,461,2040
23/12/2019 23:39:16 PM,34.00,34.00,31.00,34.00,36.00,42.00,1997,953,966,1.43,1,34.00,0,26.30,460,457,2040
23/12/2019 23:39:21 PM,34.00,34.00,46.00,34.00,36.00,42.00,2009,956,966,0.92,0,34.00,0,26.30,463,460,2010
23/12/2019 23:39:26 PM,34.00,34.00,37.00,34.00,36.00,42.00,2009,952,967,0.92,1,34.00,0,26.30,458,458,2010
23/12/2019 23:39:31 PM,34.00,34.00,33.00,34.00,36.00,42.00,1991,959,978,0.92,0,35.00,0,26.30,462,462,2040
23/12/2019 23:39:36 PM,34.00,34.00,34.00,34.00,36.00,42.00,1997,953,970,0.89,0,35.00,0,26.30,462,458,2010
23/12/2019 23:39:41 PM,34.00,34.00,37.00,34.00,36.00,42.00,2009,956,975,0.94,0,35.00,0,26.30,459,462,2040
23/12/2019 23:39:46 PM,34.00,34.00,42.00,34.00,36.00,42.00,1991,955,975,0.89,1,35.00,0,26.20,462,458,2040
23/12/2019 23:39:51 PM,34.00,34.00,33.00,34.00,36.00,42.00,930,959,971,0.89,0,35.00,0,26.30,454,451,930
23/12/2019 23:39:56 PM,34.00,34.00,31.00,34.00,36.00,42.00,930,955,974,1.43,0,35.00,0,26.40,436,439,960
23/12/2019 23:40:01 PM,34.00,34.00,36.00,34.00,36.00,42.00,931,956,974,0.89,3,35.00,0,26.50,434,437,930
23/12/2019 23:40:06 PM,34.00,34.00,37.00,34.00,36.00,42.00,1824,955,973,1.48,1,35.00,0,26.60,432,430,2010
23/12/2019 23:40:11 PM,34.00,34.00,41.00,34.00,36.00,42.00,2009,955,962,0.96,1,35.00,0,26.60,461,461,2010
23/12/2019 23:40:16 PM,34.00,34.00,36.00,34.00,36.00,42.00,2009,953,967,0.90,1,35.00,0,26.40,471,471,2010
23/12/2019 23:40:21 PM,34.00,34.00,30.00,34.00,36.00,42.00,2009,956,973,1.44,1,35.00,0,26.30,465,466,2040
23/12/2019 23:40:26 PM,34.00,34.00,34.00,34.00,36.00,42.00,2009,957,977,0.89,0,35.00,0,26.30,463,464,2040
23/12/2019 23:40:31 PM,34.00,34.00,30.00,34.00,36.00,42.00,2003,957,977,0.89,6,35.00,0,26.20,463,460,2040
23/12/2019 23:40:36 PM,34.00,34.00,41.00,34.00,36.00,42.00,1991,959,977,0.91,1,35.00,0,26.20,463,462,2010
23/12/2019 23:40:41 PM,34.00,34.00,37.00,34.00,36.00,42.00,2009,959,980,0.90,1,35.00,0,26.10,460,463,2010
23/12/2019 23:40:46 PM,34.00,34.00,38.00,34.00,36.00,42.00,2003,956,974,0.19,0,35.00,0,26.10,462,460,2040
23/12/2019 23:40:51 PM,34.00,34.00,32.00,34.00,36.00,42.00,1997,951,962,1.42,1,35.00,0,26.20,458,463,2010
23/12/2019 23:40:56 PM,34.00,34.00,50.00,34.00,36.00,42.00,2009,955,970,1.43,1,35.00,0,26.20,461,460,2040
23/12/2019 23:41:01 PM,34.00,34.00,41.00,34.00,36.00,42.00,1997,956,973,0.89,2,35.00,0,26.20,463,463,2010
23/12/2019 23:41:06 PM,34.00,34.00,32.00,34.00,36.00,42.00,2009,952,964,0.89,1,35.00,0,26.20,459,460,2040
23/12/2019 23:41:11 PM,34.00,34.00,48.00,34.00,36.00,42.00,2009,956,974,0.92,2,36.00,0,26.20,462,463,2010
23/12/2019 23:41:16 PM,34.00,34.00,39.00,34.00,36.00,42.00,2015,956,974,0.91,1,35.00,0,26.30,464,460,2040
23/12/2019 23:41:21 PM,34.00,34.00,48.00,34.00,36.00,42.00,2009,953,974,0.91,0,35.00,0,26.30,460,463,2010
23/12/2019 23:41:26 PM,34.00,34.00,44.00,34.00,36.00,42.00,1997,957,974,0.89,1,35.00,0,26.30,462,460,2040
23/12/2019 23:41:31 PM,34.00,34.00,45.00,34.00,36.00,42.00,2015,959,975,0.92,1,35.00,0,26.30,458,463,2010
23/12/2019 23:41:36 PM,34.00,34.00,36.00,34.00,36.00,42.00,1997,959,971,1.43,1,36.00,0,26.30,460,460,2040
23/12/2019 23:41:41 PM,34.00,34.00,32.00,34.00,36.00,42.00,2009,959,974,1.43,1,35.00,0,26.30,462,463,2010
23/12/2019 23:41:46 PM,34.00,34.00,45.00,34.00,36.00,42.00,2015,952,971,1.43,1,35.00,0,26.30,458,460,2010
23/12/2019 23:41:51 PM,34.00,34.00,36.00,34.00,36.00,42.00,2009,949,968,0.89,1,35.00,0,26.30,461,463,2040
23/12/2019 23:41:56 PM,34.00,34.00,32.00,34.00,36.00,42.00,1991,956,973,1.44,1,36.00,0,26.40,463,460,2010
23/12/2019 23:42:01 PM,34.00,34.00,35.00,34.00,36.00,42.00,2015,955,975,0.92,0,35.00,0,26.40,459,463,2040
23/12/2019 23:42:06 PM,34.00,34.00,37.00,34.00,36.00,42.00,2009,955,970,0.97,1,35.00,0,26.30,462,460,2010
23/12/2019 23:42:11 PM,34.00,34.00,32.00,34.00,36.00,42.00,2009,956,975,0.89,0,35.00,0,26.30,463,463,2040
23/12/2019 23:42:16 PM,34.00,35.00,38.00,34.00,36.00,42.00,1997,953,977,1.42,0,35.00,0,26.30,460,460,2040
23/12/2019 23:42:21 PM,34.00,34.00,30.00,34.00,36.00,42.00,1997,956,971,0.91,1,35.00,0,26.30,462,463,2010
23/12/2019 23:42:26 PM,34.00,34.00,39.00,34.00,36.00,42.00,2015,953,968,1.44,0,35.00,0,26.30,464,460,2010
23/12/2019 23:42:31 PM,34.00,34.00,42.00,34.00,36.00,42.00,1997,953,971,0.92,1,36.00,0,26.30,460,462,2010
23/12/2019 23:42:36 PM,34.00,34.00,33.00,34.00,36.00,42.00,2009,956,973,0.90,0,36.00,0,26.30,462,458,2010
23/12/2019 23:42:41 PM,34.00,34.00,30.00,34.00,36.00,42.00,1997,956,973,0.89,1,36.00,0,26.30,460,462,2010
23/12/2019 23:42:46 PM,34.00,34.00,34.00,34.00,36.00,42.00,1997,953,974,1.01,1,36.00,0,26.20,459,458,2040
23/12/2019 23:42:51 PM,34.00,34.00,30.00,34.00,36.00,42.00,1997,956,974,0.90,0,36.00,0,26.20,462,462,2040
23/12/2019 23:42:56 PM,34.00,34.00,30.00,34.00,36.00,42.00,2003,957,975,0.96,0,36.00,0,26.20,458,458,2010
23/12/2019 23:43:01 PM,34.00,35.00,35.00,34.00,36.00,42.00,2009,956,975,1.43,1,36.00,0,26.20,460,462,2040
23/12/2019 23:43:06 PM,34.00,34.00,30.00,34.00,36.00,42.00,1997,955,968,1.43,0,36.00,0,26.20,463,458,2040
23/12/2019 23:43:11 PM,34.00,34.00,37.00,34.00,36.00,42.00,2015,959,973,0.90,0,36.00,0,26.20,458,462,2010
23/12/2019 23:43:16 PM,34.00,35.00,31.00,34.00,36.00,42.00,1997,957,971,0.91,1,36.00,0,26.20,460,463,2010
23/12/2019 23:43:21 PM,34.00,35.00,36.00,34.00,36.00,42.00,1997,957,978,0.91,1,36.00,0,26.20,462,460,2010
23/12/2019 23:43:26 PM,34.00,35.00,32.00,34.00,36.00,42.00,2009,959,977,0.92,0,36.00,0,26.20,464,463,2010
23/12/2019 23:43:31 PM,34.00,35.00,37.00,34.00,36.00,42.00,1997,959,975,0.89,1,36.00,0,26.20,460,460,2040
23/12/2019 23:43:36 PM,34.00,34.00,56.00,34.00,36.00,42.00,1997,957,975,1.43,0,36.00,0,26.20,462,464,2010
23/12/2019 23:43:41 PM,34.00,34.00,51.00,34.00,36.00,42.00,1997,960,973,0.92,0,36.00,0,26.20,460,460,2040
23/12/2019 23:43:46 PM,34.00,35.00,42.00,34.00,36.00,42.00,1997,956,973,0.98,1,36.00,0,26.20,462,463,2010
23/12/2019 23:43:51 PM,34.00,35.00,33.00,34.00,36.00,42.00,2009,953,968,0.91,1,36.00,0,26.30,458,460,2040
23/12/2019 23:43:56 PM,34.00,35.00,30.00,34.00,36.00,42.00,2003,956,971,0.91,1,36.00,0,26.20,460,463,2010
23/12/2019 23:44:01 PM,34.00,35.00,31.00,34.00,36.00,42.00,2003,959,974,0.92,0,36.00,0,26.20,463,459,2010
23/12/2019 23:44:06 PM,34.00,34.00,33.00,34.00,36.00,42.00,2009,960,974,1.43,1,36.00,0,26.20,458,462,2040
23/12/2019 23:44:11 PM,34.00,34.00,30.00,34.00,36.00,42.00,2009,959,973,0.90,2,36.00,0,26.20,461,458,2010
23/12/2019 23:44:16 PM,34.00,34.00,32.00,34.00,36.00,42.00,2003,955,971,0.89,0,36.00,0,26.20,463,462,2010
23/12/2019 23:44:21 PM,34.00,35.00,37.00,34.00,36.00,42.00,1997,956,973,0.92,0,36.00,0,26.20,458,458,2010
23/12/2019 23:44:26 PM,34.00,35.00,32.00,34.00,36.00,42.00,1997,957,975,1.42,1,36.00,0,26.20,461,461,2010
23/12/2019 23:44:31 PM,34.00,35.00,38.00,34.00,36.00,42.00,1997,957,974,1.43,0,36.00,0,26.20,463,463,2010
23/12/2019 23:44:36 PM,34.00,35.00,38.00,34.00,36.00,42.00,2009,957,977,0.91,0,36.00,0,26.20,458,460,2010
23/12/2019 23:44:41 PM,34.00,35.00,34.00,34.00,36.00,42.00,1997,951,963,1.42,1,36.00,0,26.20,462,463,2040
23/12/2019 23:44:46 PM,34.00,35.00,37.00,34.00,36.00,42.00,2003,960,974,0.89,1,36.00,0,26.20,463,459,2040
23/12/2019 23:44:51 PM,34.00,35.00,29.00,34.00,36.00,42.00,1997,955,971,0.90,1,36.00,0,26.20,459,462,2040
23/12/2019 23:44:56 PM,34.00,35.00,35.00,34.00,36.00,42.00,2015,956,971,1.42,2,36.00,0,26.20,460,458,2010
23/12/2019 23:45:01 PM,34.00,35.00,29.00,34.00,36.00,42.00,2009,956,971,0.94,0,36.00,0,26.10,463,462,2040
23/12/2019 23:45:06 PM,34.00,35.00,30.00,34.00,36.00,42.00,2009,957,974,0.94,0,36.00,0,26.10,459,464,2040
23/12/2019 23:45:11 PM,34.00,35.00,35.00,34.00,36.00,42.00,2009,955,964,1.45,1,36.00,0,26.10,462,460,2010
23/12/2019 23:45:16 PM,34.00,35.00,29.00,34.00,36.00,42.00,1997,957,973,1.46,0,36.00,0,26.10,463,463,2040
23/12/2019 23:45:21 PM,34.00,35.00,33.00,34.00,36.00,42.00,2009,956,973,0.89,1,36.00,0,26.10,458,460,2040
23/12/2019 23:45:26 PM,34.00,35.00,29.00,34.00,36.00,42.00,2003,955,974,0.89,0,36.00,0,26.10,461,463,2040
23/12/2019 23:45:31 PM,34.00,35.00,37.00,34.00,36.00,42.00,2015,953,968,0.94,1,36.00,0,26.10,463,459,2010
23/12/2019 23:45:36 PM,34.00,35.00,29.00,34.00,35.00,42.00,2009,959,977,0.90,1,36.00,0,26.10,458,462,2040
23/12/2019 23:45:41 PM,34.00,35.00,37.00,34.00,36.00,42.00,2009,959,974,0.19,0,36.00,0,26.10,462,458,2010
23/12/2019 23:45:46 PM,34.00,35.00,29.00,34.00,36.00,42.00,2015,955,964,0.18,0,36.00,0,26.10,463,462,2040
23/12/2019 23:45:51 PM,34.00,35.00,35.00,34.00,36.00,42.00,2009,956,971,0.90,0,36.00,0,26.10,459,463,2010
23/12/2019 23:45:56 PM,34.00,35.00,51.00,34.00,36.00,42.00,2009,957,975,0.90,1,36.00,0,26.10,462,460,2040
23/12/2019 23:46:01 PM,34.00,34.00,52.00,34.00,36.00,42.00,2009,957,971,1.40,5,36.00,0,26.10,463,463,2010
23/12/2019 23:46:06 PM,34.00,35.00,54.00,34.00,37.00,42.00,2009,959,970,1.42,12,36.00,0,26.20,459,460,2040
23/12/2019 23:46:11 PM,34.00,35.00,53.00,35.00,37.00,42.00,1997,957,978,1.38,2,36.00,0,26.20,462,462,2040
23/12/2019 23:46:16 PM,34.00,35.00,54.00,34.00,36.00,42.00,2015,952,967,1.44,17,36.00,0,26.20,464,458,2040
23/12/2019 23:46:21 PM,34.00,35.00,46.00,34.00,37.00,42.00,2003,955,971,1.44,1,36.00,0,26.20,460,462,2040
23/12/2019 23:46:26 PM,34.00,35.00,41.00,35.00,36.00,42.00,1997,955,974,1.46,0,36.00,0,26.20,462,463,2040
23/12/2019 23:46:31 PM,34.00,35.00,52.00,34.00,36.00,42.00,1997,952,968,1.46,2,36.00,0,26.20,458,460,2040
23/12/2019 23:46:36 PM,34.00,35.00,53.00,35.00,36.00,42.00,2009,956,977,0.92,1,36.00,0,26.20,461,463,2040
23/12/2019 23:46:41 PM,34.00,35.00,48.00,34.00,36.00,42.00,1997,956,973,0.91,7,36.00,0,26.30,460,463,2010
23/12/2019 23:46:46 PM,34.00,35.00,40.00,35.00,37.00,42.00,2009,955,968,1.43,2,36.00,0,26.20,463,458,2010
23/12/2019 23:46:51 PM,34.00,35.00,40.00,35.00,37.00,42.00,1997,960,974,1.48,1,36.00,0,26.20,458,462,2040
23/12/2019 23:46:56 PM,34.00,35.00,36.00,34.00,37.00,42.00,2009,960,975,1.42,3,36.00,0,26.30,461,464,2010
23/12/2019 23:47:01 PM,34.00,35.00,61.00,34.00,37.00,42.00,2009,960,967,1.46,5,37.00,0,26.30,463,460,2040
23/12/2019 23:47:06 PM,34.00,35.00,52.00,34.00,37.00,42.00,1997,956,973,1.45,1,36.00,0,26.30,458,463,2040
23/12/2019 23:47:11 PM,34.00,35.00,48.00,34.00,37.00,42.00,2009,956,970,1.44,0,36.00,0,26.30,461,460,2040
23/12/2019 23:47:16 PM,34.00,35.00,49.00,34.00,37.00,42.00,2009,956,973,1.43,1,36.00,0,26.30,463,463,2040
23/12/2019 23:47:21 PM,34.00,35.00,40.00,35.00,36.00,42.00,2003,956,975,1.43,1,36.00,0,26.30,458,460,2010
23/12/2019 23:47:26 PM,34.00,35.00,45.00,34.00,36.00,42.00,1997,959,975,1.43,2,36.00,0,26.30,462,463,2040
23/12/2019 23:47:31 PM,34.00,35.00,46.00,34.00,37.00,42.00,1997,955,962,1.42,0,37.00,0,26.30,463,458,2040
23/12/2019 23:47:36 PM,34.00,35.00,49.00,34.00,37.00,42.00,1997,955,966,0.90,1,36.00,0,26.30,459,460,2010
23/12/2019 23:47:41 PM,34.00,35.00,45.00,35.00,37.00,42.00,1997,952,963,1.42,1,37.00,0,26.40,462,458,2010
23/12/2019 23:47:46 PM,34.00,35.00,45.00,35.00,37.00,42.00,2003,959,974,1.43,1,37.00,0,26.40,458,460,2010
23/12/2019 23:47:51 PM,34.00,35.00,50.00,34.00,37.00,42.00,1997,957,968,1.43,1,36.00,0,26.30,458,463,2010
23/12/2019 23:47:56 PM,34.00,35.00,41.00,35.00,37.00,42.00,1997,953,968,1.42,2,37.00,0,26.40,461,460,2010
23/12/2019 23:48:01 PM,34.00,35.00,44.00,34.00,37.00,42.00,1991,956,970,1.43,2,36.00,0,26.40,458,462,2010
23/12/2019 23:48:06 PM,34.00,35.00,48.00,34.00,37.00,42.00,2009,956,971,1.43,2,36.00,0,26.40,460,458,2040
23/12/2019 23:48:11 PM,34.00,35.00,49.00,35.00,37.00,42.00,2009,957,974,1.45,2,37.00,0,26.40,463,462,2040
